id;account_id;occurred_at;standard_qty;gloss_qty;poster_qty;total;standard_amt_usd;gloss_amt_usd;poster_amt_usd;total_amt_usd
1473;2081;2014-05-07T07:19:00.000Z;317;42;73;432;1582;315;593;2489
1474;2081;2014-06-06T16:30:22.000Z;344;23;13;380;1717;172;106;1994
1475;2091;2015-11-15T11:20:02.000Z;494;31;0;525;2465;232;0;2697
1476;2091;2015-12-15T15:14:40.000Z;492;10;3;505;2455;75;24;2554
1477;2091;2016-01-14T06:16:58.000Z;961;0;19;980;4795;0;154;4950
1478;2091;2016-02-13T20:24:37.000Z;554;19;0;573;2764;142;0;2907
1479;2091;2016-03-13T12:18:01.000Z;496;0;2;498;2475;0;16;2491
1480;2091;2016-04-12T17:10:09.000Z;487;0;8;495;2430;0;65;2495
1481;2091;2016-05-11T02:15:16.000Z;529;0;0;529;2640;0;0;2640
1482;2091;2016-06-10T01:52:26.000Z;431;0;0;431;2151;0;0;2151
1483;2091;2016-07-09T17:53:55.000Z;487;15;0;502;2430;112;0;2542
1484;2091;2016-08-08T12:52:27.000Z;497;8;0;505;2480;60;0;2540
1485;2091;2016-09-06T13:42:40.000Z;507;0;126;633;2530;0;1023;3553
1486;2091;2016-10-05T00:19:03.000Z;485;6;6;497;2420;45;49;2514
1487;2091;2016-11-03T00:45:18.000Z;486;14;112;612;2425;105;909;3439
1488;2091;2016-12-02T10:10:11.000Z;602;30;6;638;3004;225;49;3277
1489;2091;2016-12-31T07:47:17.000Z;465;9;611;1085;2320;67;4961;7349
1490;2101;2015-09-16T03:18:18.000Z;423;0;14;437;2111;0;114;2224
1491;2101;2015-10-15T12:41:30.000Z;303;28;23;354;1512;210;187;1908
1492;2101;2015-11-13T06:18:19.000Z;698;0;77;775;3483;0;625;4108
1493;2101;2015-12-12T07:07:55.000Z;306;63;5;374;1527;472;41;2039
1494;2101;2016-01-10T09:39:13.000Z;250;22;79;351;1248;165;641;2054
1495;2101;2016-02-10T00:23:17.000Z;321;53;16;390;1602;397;130;2129
1496;2101;2016-03-10T21:20:23.000Z;329;22;26;377;1642;165;211;2018
1497;2101;2016-04-08T23:28:41.000Z;250;29;10;289;1248;217;81;1546
1498;2101;2016-05-07T12:58:45.000Z;294;33;42;369;1467;247;341;2055
1499;2101;2016-06-05T04:04:51.000Z;309;49;17;375;1542;367;138;2047
1500;2101;2016-07-05T09:20:49.000Z;536;5;21;562;2675;37;171;2883
1501;2101;2016-08-04T16:30:42.000Z;327;32;42;401;1632;240;341;2212
1502;2101;2016-09-03T06:58:53.000Z;320;24;38;382;1597;180;309;2085
1503;2101;2016-10-02T11:35:05.000Z;296;37;0;333;1477;277;0;1754
1504;2101;2016-11-01T17:57:50.000Z;268;50;0;318;1337;375;0;1712
1505;2101;2016-11-30T05:15:47.000Z;302;28;108;438;1507;210;877;2594
1506;2101;2016-12-30T20:25:20.000Z;295;36;25;356;1472;270;203;1945
1507;2111;2013-12-27T05:09:46.000Z;110;27;0;137;549;202;0;751
1508;2111;2014-01-26T13:25:48.000Z;0;31;20;51;0;232;162;395
1509;2111;2014-02-24T02:59:58.000Z;89;39;33;161;444;292;268;1004
1510;2111;2014-03-26T05:52:21.000Z;99;24;33;156;494;180;268;942
1511;2111;2014-04-25T04:51:53.000Z;42;24;23;89;210;180;187;576
1512;2111;2014-05-25T12:27:24.000Z;70;29;57;156;349;217;463;1029
1513;2111;2014-06-23T15:51:01.000Z;101;48;26;175;504;360;211;1075
1514;2111;2014-07-23T04:11:50.000Z;116;47;8;171;579;352;65;996
1515;2111;2014-08-21T15:25:50.000Z;97;22;0;119;484;165;0;649
1516;2111;2014-09-19T22:21:37.000Z;265;31;2;298;1322;232;16;1571
1517;2111;2014-10-18T20:00:57.000Z;92;37;0;129;459;277;0;736
1518;2111;2014-11-16T00:49:25.000Z;103;35;33;171;514;262;268;1044
1519;2121;2016-07-22T08:36:14.000Z;103;66;80;249;514;494;650;1658
1520;2121;2016-08-20T19:39:36.000Z;93;123;41;257;464;921;333;1718
1521;2121;2016-09-19T19:55:10.000Z;101;19;35;155;504;142;284;931
1522;2121;2016-10-19T09:23:37.000Z;74;0;36;110;369;0;292;662
1523;2121;2016-12-17T00:59:28.000Z;77;74;31;182;384;554;252;1190
1524;2131;2016-08-22T15:49:51.000Z;434;25;29;488;2166;187;235;2588
1525;2131;2016-09-21T14:25:42.000Z;308;7;607;922;1537;52;4929;6518
1526;2131;2016-10-20T00:36:16.000Z;292;137;17;446;1457;1026;138;2621
1527;2131;2016-11-18T08:57:09.000Z;353;47;45;445;1761;352;365;2479
1528;2131;2016-12-17T13:28:34.000Z;280;20;11;311;1397;150;89;1636
1529;2141;2015-07-31T19:18:17.000Z;307;22;0;329;1532;165;0;1697
1530;2141;2015-08-30T01:13:22.000Z;316;26;0;342;1577;195;0;1772
1531;2141;2015-09-29T10:41:08.000Z;302;44;28;374;1507;330;227;2064
1532;2141;2015-10-28T11:39:25.000Z;496;37;13;546;2475;277;106;2858
1533;2141;2015-11-27T04:11:52.000Z;285;54;23;362;1422;404;187;2013
1534;2141;2015-12-26T18:46:56.000Z;354;40;17;411;1766;300;138;2204
1535;2141;2016-01-24T02:26:25.000Z;288;38;36;362;1437;285;292;2014
1536;2141;2016-02-22T09:02:46.000Z;307;0;23;330;1532;0;187;1719
1537;2141;2016-03-23T03:45:17.000Z;305;87;1;393;1522;652;8;2182
1538;2141;2016-04-21T23:41:38.000Z;281;20;19;320;1402;150;154;1706
1539;2141;2016-05-20T16:27:32.000Z;295;60;17;372;1472;449;138;2059
1540;2141;2016-06-19T16:00:41.000Z;330;0;0;330;1647;0;0;1647
1541;2141;2016-07-18T11:35:50.000Z;334;27;3;364;1667;202;24;1893
1542;2141;2016-08-16T12:40:35.000Z;362;26;32;420;1806;195;260;2261
1543;2141;2016-09-15T02:07:05.000Z;304;31;16;351;1517;232;130;1879
1544;2141;2016-10-14T06:09:03.000Z;319;20;15;354;1592;150;122;1863
1545;2141;2016-11-13T14:19:33.000Z;299;24;21;344;1492;180;171;1842
1546;2141;2016-12-13T16:06:58.000Z;308;28;0;336;1537;210;0;1747
1547;2151;2016-05-21T12:07:23.000Z;134;34;34;202;669;255;276;1199
1548;2151;2016-07-19T10:01:37.000Z;110;28;39;177;549;210;317;1075
1549;2151;2016-08-18T10:06:27.000Z;115;60;38;213;574;449;309;1332
1550;2151;2016-09-16T22:05:16.000Z;63;33;17;113;314;247;138;700
1551;2151;2016-10-16T19:02:21.000Z;98;802;0;900;489;6007;0;6496
1552;2151;2016-11-15T04:57:41.000Z;116;16;33;165;579;120;268;967
1553;2151;2016-12-14T20:31:33.000Z;108;31;354;493;539;232;2874;3646
1554;2161;2016-10-29T11:33:38.000Z;112;45;30;187;559;337;244;1140
1555;2161;2016-11-27T04:17:14.000Z;103;30;0;133;514;225;0;739
1556;2161;2016-12-26T16:54:34.000Z;74;44;70;188;369;330;568;1267
1557;2171;2016-06-18T08:24:23.000Z;289;26;0;315;1442;195;0;1637
1558;2171;2016-07-18T06:35:41.000Z;285;24;13;322;1422;180;106;1707
1559;2171;2016-08-17T01:36:28.000Z;294;22;3;319;1467;165;24;1656
1560;2171;2016-09-15T06:53:32.000Z;294;40;14;348;1467;300;114;1880
1561;2171;2016-10-14T04:24:35.000Z;309;36;14;359;1542;270;114;1925
1562;2171;2016-11-12T11:56:43.000Z;327;62;46;435;1632;464;374;2470
1563;2181;2013-12-24T20:36:08.000Z;278;14;46;338;1387;105;374;1866
1564;2181;2014-01-22T22:12:26.000Z;249;0;53;302;1243;0;430;1673
1565;2181;2014-02-21T06:11:06.000Z;283;6;37;326;1412;45;300;1758
1566;2181;2014-03-22T10:09:54.000Z;301;23;12;336;1502;172;97;1772
1567;2181;2014-04-21T03:02:14.000Z;304;29;40;373;1517;217;325;2059
1568;2181;2014-05-20T11:44:40.000Z;295;24;18;337;1472;180;146;1798
1569;2181;2014-06-19T04:45:54.000Z;330;22;57;409;1647;165;463;2274
1570;2181;2014-07-18T07:22:38.000Z;287;0;24;311;1432;0;195;1627
1571;2181;2014-08-17T19:48:33.000Z;387;3;3;393;1931;22;24;1978
1572;2181;2014-09-16T21:33:17.000Z;276;12;0;288;1377;90;0;1467
1573;2181;2014-10-16T06:54:46.000Z;301;29;73;403;1502;217;593;2312
1574;2181;2014-11-15T22:58:29.000Z;292;32;56;380;1457;240;455;2151
1575;2181;2014-12-15T10:20:01.000Z;306;0;61;367;1527;0;495;2022
1576;2181;2015-01-14T04:39:37.000Z;296;66;0;362;1477;494;0;1971
1577;2181;2015-02-12T12:51:57.000Z;330;38;23;391;1647;285;187;2118
1578;2181;2015-03-13T23:41:17.000Z;286;43;21;350;1427;322;171;1920
1579;2181;2015-04-11T01:55:51.000Z;299;0;37;336;1492;0;300;1792
1580;2181;2015-05-11T11:17:45.000Z;304;38;30;372;1517;285;244;2045
1581;2181;2015-06-10T18:01:23.000Z;320;37;136;493;1597;277;1104;2978
1582;2181;2015-07-10T11:21:47.000Z;281;15;19;315;1402;112;154;1669
1583;2181;2015-08-09T08:07:58.000Z;292;30;18;340;1457;225;146;1828
1584;2181;2015-09-08T21:32:14.000Z;289;5;664;958;1442;37;5392;6871
1585;2181;2015-10-07T14:12:54.000Z;316;30;21;367;1577;225;171;1972
1586;2181;2015-11-05T16:31:50.000Z;301;1;19;321;1502;7;154;1664
1587;2181;2015-12-05T04:56:32.000Z;325;36;37;398;1622;270;300;2192
1588;2181;2016-01-04T19:54:00.000Z;296;34;0;330;1477;255;0;1732
1589;2181;2016-02-02T07:11:27.000Z;603;5;0;608;3009;37;0;3046
1590;2181;2016-03-02T15:37:27.000Z;282;76;11;369;1407;569;89;2066
1591;2181;2016-04-01T06:10:39.000Z;298;194;0;492;1487;1453;0;2940
1592;2181;2016-05-01T10:17:25.000Z;305;23;2;330;1522;172;16;1710
1593;2181;2016-05-30T00:20:29.000Z;0;18;3;21;0;135;24;159
1594;2181;2016-06-29T16:30:28.000Z;394;28;62;484;1966;210;503;2679
1595;2181;2016-07-29T02:58:06.000Z;302;48;24;374;1507;360;195;2061
1596;2181;2016-08-28T11:04:53.000Z;307;78;22;407;1532;584;179;2295
1597;2181;2016-09-27T17:04:58.000Z;254;35;27;316;1267;262;219;1749
1598;2181;2016-10-27T03:39:28.000Z;300;60;32;392;1497;449;260;2206
1599;2181;2016-11-25T07:30:29.000Z;311;42;0;353;1552;315;0;1866
1600;2181;2016-12-25T16:58:10.000Z;312;84;49;445;1557;629;398;2584
1601;2191;2016-01-19T20:56:57.000Z;298;1;16;315;1487;7;130;1624
1602;2191;2016-02-18T09:27:41.000Z;285;39;33;357;1422;292;268;1982
1603;2191;2016-03-18T11:42:10.000Z;323;24;419;766;1612;180;3402;5194
1604;2191;2016-04-16T10:11:02.000Z;363;19;81;463;1811;142;658;2611
1605;2191;2016-05-15T05:29:15.000Z;309;40;24;373;1542;300;195;2036
1606;2191;2016-06-14T04:42:19.000Z;280;30;10;320;1397;225;81;1703
1607;2191;2016-07-14T02:40:40.000Z;286;67;22;375;1427;502;179;2108
1608;2191;2016-08-12T16:56:06.000Z;295;38;20;353;1472;285;162;1919
1609;2191;2016-09-11T22:26:03.000Z;303;15;14;332;1512;112;114;1738
1610;2191;2016-10-10T05:24:59.000Z;290;34;23;347;1447;255;187;1889
1611;2191;2016-11-09T09:19:23.000Z;301;45;0;346;1502;337;0;1839
1612;2191;2016-12-09T14:26:51.000Z;282;8;33;323;1407;60;268;1735
1613;2201;2016-09-29T20:48:33.000Z;491;5;45;541;2450;37;365;2853
1614;2201;2016-10-28T13:50:02.000Z;505;8;0;513;2520;60;0;2580
1615;2201;2016-11-27T02:30:37.000Z;495;2;13;510;2470;15;106;2591
1616;2201;2016-12-27T06:28:19.000Z;507;8;8;523;2530;60;65;2655
1617;2211;2016-07-15T23:26:09.000Z;118;80;0;198;589;599;0;1188
1618;2211;2016-09-13T14:24:38.000Z;101;59;29;189;504;442;235;1181
1619;2211;2016-10-12T02:57:20.000Z;26;809;30;865;130;6059;244;6433
1620;2211;2016-11-10T20:36:42.000Z;24;39;28;91;120;292;227;639
1621;2211;2016-12-10T21:55:10.000Z;58;28;2;88;289;210;16;515
1622;2221;2016-11-14T21:24:13.000Z;102;29;27;158;509;217;219;945
1623;2221;2016-12-13T04:12:31.000Z;100;0;28;128;499;0;227;726
1624;2231;2013-12-30T03:52:30.000Z;304;7;48;359;1517;52;390;1959
1625;2231;2014-01-29T15:45:11.000Z;308;28;23;359;1537;210;187;1933
1626;2231;2014-03-29T02:04:17.000Z;284;13;34;331;1417;97;276;1791
1627;2231;2014-04-28T06:51:26.000Z;282;32;16;330;1407;240;130;1777
1628;2231;2014-06-26T22:33:27.000Z;274;34;17;325;1367;255;138;1760
1629;2231;2014-07-26T07:06:42.000Z;316;27;29;372;1577;202;235;2015
1630;2231;2014-08-25T08:18:44.000Z;298;31;19;348;1487;232;154;1873
1631;2231;2014-09-24T21:37:51.000Z;299;4;14;317;1492;30;114;1636
1632;2231;2014-10-23T14:36:32.000Z;316;45;0;361;1577;337;0;1914
1633;2231;2014-11-22T00:46:25.000Z;323;81;22;426;1612;607;179;2397
1634;2231;2014-12-21T12:34:39.000Z;302;0;35;337;1507;0;284;1791
1635;2231;2015-01-20T22:05:10.000Z;311;37;0;348;1552;277;0;1829
1636;2231;2015-02-19T22:54:53.000Z;296;53;65;414;1477;397;528;2402
1637;2231;2015-03-21T14:37:12.000Z;0;42;31;73;0;315;252;566
1638;2231;2015-04-19T01:07:21.000Z;282;21;20;323;1407;157;162;1727
1639;2231;2015-05-18T14:58:49.000Z;285;28;18;331;1422;210;146;1778
1640;2231;2015-06-16T19:12:54.000Z;261;43;79;383;1302;322;641;2266
1641;2231;2015-07-15T15:48:30.000Z;294;43;13;350;1467;322;106;1895
1642;2231;2015-08-14T07:50:20.000Z;313;28;23;364;1562;210;187;1958
1643;2231;2015-09-13T22:33:54.000Z;298;36;9;343;1487;270;73;1830
1644;2231;2015-11-11T02:40:11.000Z;298;13;19;330;1487;97;154;1739
1645;2231;2015-12-11T13:32:26.000Z;347;36;84;467;1732;270;682;2683
1646;2231;2016-01-10T12:19:11.000Z;301;35;0;336;1502;262;0;1764
1647;2231;2016-02-09T20:17:05.000Z;296;38;25;359;1477;285;203;1965
1648;2231;2016-03-10T21:46:33.000Z;296;40;18;354;1477;300;146;1923
1649;2231;2016-04-09T15:21:01.000Z;286;13;19;318;1427;97;154;1679
1650;2231;2016-05-08T02:33:47.000Z;324;37;20;381;1617;277;162;2056
1651;2231;2016-06-06T09:01:07.000Z;319;31;22;372;1592;232;179;2003
1652;2231;2016-07-05T05:59:26.000Z;302;35;18;355;1507;262;146;1915
1653;2231;2016-08-04T16:58:13.000Z;299;37;37;373;1492;277;300;2070
1654;2231;2016-09-02T15:18:28.000Z;276;0;20;296;1377;0;162;1540
1655;2231;2016-10-02T13:28:49.000Z;302;27;23;352;1507;202;187;1896
1656;2231;2016-10-31T20:15:23.000Z;291;37;32;360;1452;277;260;1989
1657;2231;2016-11-29T01:36:52.000Z;377;32;22;431;1881;240;179;2300
1658;2231;2016-12-29T04:52:32.000Z;309;20;22;351;1542;150;179;1870
1659;2241;2016-02-06T01:52:37.000Z;0;25;65;90;0;187;528;715
1660;2241;2016-03-06T04:28:55.000Z;101;60;31;192;504;449;252;1205
1661;2241;2016-04-05T13:39:34.000Z;2057;24;43;2124;10264;180;349;10793
1662;2241;2016-05-04T00:31:08.000Z;100;67;28;195;499;502;227;1228
1663;2241;2016-06-03T13:26:02.000Z;87;43;8;138;434;322;65;821
1664;2241;2016-07-03T03:26:58.000Z;106;7;0;113;529;52;0;581
1665;2251;2016-05-30T06:33:52.000Z;498;0;91;589;2485;0;739;3224
1666;2251;2016-06-29T06:53:28.000Z;499;14;0;513;2490;105;0;2595
1667;2251;2016-07-28T02:21:49.000Z;498;9;0;507;2485;67;0;2552
1668;2251;2016-08-27T20:02:09.000Z;498;0;0;498;2485;0;0;2485
1669;2251;2016-09-26T14:24:19.000Z;0;10;18;28;0;75;146;221
1670;2251;2016-10-26T15:19:52.000Z;505;0;2;507;2520;0;16;2536
1671;2251;2016-11-25T23:28:17.000Z;417;14;0;431;2081;105;0;2186
1672;2251;2016-12-25T02:06:22.000Z;495;5;36;536;2470;37;292;2800
1673;2261;2016-06-03T03:00:33.000Z;117;47;28;192;584;352;227;1163
1674;2261;2016-07-03T21:23:42.000Z;100;57;15;172;499;427;122;1048
1675;2261;2016-08-02T07:58:33.000Z;100;9;18;127;499;67;146;713
1676;2261;2016-08-31T17:09:28.000Z;107;39;0;146;534;292;0;826
1677;2261;2016-09-30T09:42:13.000Z;104;17;40;161;519;127;325;971
1678;2261;2016-10-29T22:08:34.000Z;90;0;75;165;449;0;609;1058
1679;2261;2016-11-28T03:27:58.000Z;70;29;35;134;349;217;284;851
1680;2261;2016-12-27T09:44:11.000Z;68;82;0;150;339;614;0;954
1681;2271;2015-03-14T20:57:52.000Z;292;31;0;323;1457;232;0;1689
1682;2271;2015-04-12T16:31:08.000Z;318;20;28;366;1587;150;227;1964
1683;2271;2015-05-11T10:36:18.000Z;445;19;28;492;2221;142;227;2590
1684;2271;2015-06-09T08:27:12.000Z;14;66;29;109;70;494;235;800
1685;2271;2015-07-08T18:06:36.000Z;287;42;23;352;1432;315;187;1933
1686;2271;2015-08-06T16:01:33.000Z;299;33;17;349;1492;247;138;1877
1687;2271;2015-09-05T10:10:04.000Z;297;27;8;332;1482;202;65;1749
1688;2271;2015-10-05T11:58:41.000Z;303;34;20;357;1512;255;162;1929
1689;2271;2015-11-04T00:05:48.000Z;289;38;21;348;1442;285;171;1897
1690;2271;2015-12-03T07:17:25.000Z;322;35;0;357;1607;262;0;1869
1691;2271;2016-01-02T20:01:04.000Z;297;27;0;324;1482;202;0;1684
1692;2271;2016-02-01T19:18:15.000Z;177;13;10;200;883;97;81;1062
1693;2271;2016-03-01T13:56:27.000Z;270;20;26;316;1347;150;211;1708
1694;2271;2016-03-30T17:05:50.000Z;306;0;0;306;1527;0;0;1527
1695;2271;2016-04-29T03:27:20.000Z;293;36;45;374;1462;270;365;2097
1696;2271;2016-05-28T17:35:09.000Z;309;31;37;377;1542;232;300;2075
1697;2271;2016-06-27T06:56:38.000Z;293;20;40;353;1462;150;325;1937
1698;2271;2016-08-25T06:15:11.000Z;324;16;0;340;1617;120;0;1737
1699;2271;2016-09-24T23:52:40.000Z;303;29;0;332;1512;217;0;1729
1700;2271;2016-10-23T14:38:05.000Z;297;18;15;330;1482;135;122;1739
1701;2271;2016-11-21T02:12:37.000Z;335;51;5;391;1672;382;41;2094
1702;2271;2016-12-21T22:27:28.000Z;284;37;32;353;1417;277;260;1954
1703;2281;2016-05-22T18:58:00.000Z;535;1;19;555;2670;7;154;2831
1704;2281;2016-06-21T13:15:07.000Z;522;5;15;542;2605;37;122;2764
1705;2281;2016-07-21T09:22:31.000Z;545;31;15;591;2720;232;122;3074
1706;2281;2016-09-19T18:31:46.000Z;509;8;152;669;2540;60;1234;3834
1707;2281;2016-10-18T11:37:49.000Z;553;4;0;557;2759;30;0;2789
1708;2281;2016-11-17T10:13:43.000Z;513;119;10;642;2560;891;81;3532
1709;2281;2016-12-17T13:58:52.000Z;498;9;172;679;2485;67;1397;3949
1710;2291;2016-02-02T15:42:26.000Z;96;0;52;148;479;0;422;901
1711;2291;2016-03-03T04:14:52.000Z;94;102;22;218;469;764;179;1412
1712;2291;2016-04-02T17:06:48.000Z;97;0;46;143;484;0;374;858
1713;2291;2016-05-02T20:11:40.000Z;0;7;18;25;0;52;146;199
1714;2291;2016-05-31T09:42:19.000Z;107;35;25;167;534;262;203;999
1715;2291;2016-06-30T04:29:38.000Z;94;19;82;195;469;142;666;1277
1716;2291;2016-07-29T11:01:39.000Z;44;19;0;63;220;142;0;362
1717;2291;2016-08-27T23:20:08.000Z;102;29;791;922;509;217;6423;7149
1718;2291;2016-09-26T19:21:05.000Z;80;21;24;125;399;157;195;751
1719;2291;2016-10-25T12:30:39.000Z;0;22;44;66;0;165;357;522
1720;2291;2016-11-23T23:24:58.000Z;106;53;39;198;529;397;317;1243
1721;2291;2016-12-22T09:10:26.000Z;50;37;0;87;250;277;0;527
1722;2301;2015-04-20T21:03:06.000Z;99;49;60;208;494;367;487;1348
1723;2301;2015-05-20T11:12:45.000Z;103;26;31;160;514;195;252;960
1724;2301;2015-06-19T10:32:42.000Z;112;197;28;337;559;1476;227;2262
1725;2301;2015-07-18T18:59:52.000Z;110;0;0;110;549;0;0;549
1726;2311;2016-08-10T23:32:05.000Z;417;0;0;417;2081;0;0;2081
1727;2311;2016-09-09T09:30:28.000Z;501;16;1;518;2500;120;8;2628
1728;2311;2016-10-08T05:18:52.000Z;499;125;0;624;2490;936;0;3426
1729;2311;2016-11-07T19:01:49.000Z;480;12;26;518;2395;90;211;2696
1730;2311;2016-12-07T10:51:29.000Z;502;21;0;523;2505;157;0;2662
1731;2321;2016-12-21T03:00:21.000Z;321;36;8;365;1602;270;65;1936
1732;2331;2013-12-11T07:45:07.000Z;142;83;6;231;709;622;49;1379
1733;2331;2014-01-09T03:49:54.000Z;143;0;22;165;714;0;179;892
1734;2331;2014-02-08T12:46:47.000Z;2708;11;17;2736;13513;82;138;13733
1735;2331;2014-03-10T12:57:29.000Z;151;0;18;169;753;0;146;900
1736;2331;2014-04-09T13:14:37.000Z;151;20;59;230;753;150;479;1382
1737;2331;2014-06-06T02:45:02.000Z;136;12;0;148;679;90;0;769
1738;2331;2014-07-06T09:27:25.000Z;196;14;136;346;978;105;1104;2187
1739;2331;2014-08-04T16:20:02.000Z;156;5;0;161;778;37;0;816
1740;2331;2014-09-02T04:23:22.000Z;224;0;17;241;1118;0;138;1256
1741;2341;2014-12-17T10:22:58.000Z;518;16;0;534;2585;120;0;2705
1742;2341;2015-01-16T08:39:58.000Z;566;4;0;570;2824;30;0;2854
1743;2341;2015-02-14T06:23:38.000Z;519;0;3;522;2590;0;24;2614
1744;2341;2015-03-15T19:03:21.000Z;488;23;9;520;2435;172;73;2680
1745;2341;2015-04-13T20:00:12.000Z;498;11;19;528;2485;82;154;2722
1746;2341;2015-05-12T19:09:35.000Z;594;6;17;617;2964;45;138;3147
1747;2341;2015-06-10T09:51:38.000Z;535;0;2001;2536;2670;0;16248;18918
1748;2341;2015-07-09T10:38:05.000Z;729;10;45;784;3638;75;365;4078
1749;2341;2015-08-07T16:50:33.000Z;491;0;16;507;2450;0;130;2580
1750;2341;2015-09-06T19:29:11.000Z;490;22;3;515;2445;165;24;2634
1751;2341;2015-10-06T05:50:55.000Z;499;17;17;533;2490;127;138;2755
1752;2341;2015-11-05T04:03:05.000Z;463;0;0;463;2310;0;0;2310
1753;2341;2015-12-05T05:02:42.000Z;517;9;51;577;2580;67;414;3061
1754;2341;2016-01-04T17:41:46.000Z;497;15;0;512;2480;112;0;2592
1755;2341;2016-02-02T09:39:55.000Z;490;0;0;490;2445;0;0;2445
1756;2341;2016-03-02T11:17:28.000Z;503;6;113;622;2510;45;918;3472
1757;2341;2016-04-01T04:39:00.000Z;500;0;21;521;2495;0;171;2666
1758;2341;2016-05-01T11:56:23.000Z;466;0;0;466;2325;0;0;2325
1759;2341;2016-05-31T09:06:29.000Z;496;0;1;497;2475;0;8;2483
1760;2341;2016-06-30T19:05:19.000Z;498;0;0;498;2485;0;0;2485
1761;2341;2016-07-30T16:10:12.000Z;564;425;14;1003;2814;3183;114;6111
1762;2341;2016-08-28T23:33:30.000Z;442;29;22;493;2206;217;179;2601
1763;2341;2016-09-26T08:54:26.000Z;512;9;0;521;2555;67;0;2622
1764;2341;2016-10-25T09:56:40.000Z;471;11;7;489;2350;82;57;2490
1765;2341;2016-11-24T07:22:22.000Z;485;0;27;512;2420;0;219;2639
1766;2341;2016-12-23T09:43:43.000Z;488;61;0;549;2435;457;0;2892
1767;2351;2013-12-16T06:16:57.000Z;491;1;8;500;2450;7;65;2523
1768;2351;2014-01-15T03:51:03.000Z;499;4;1;504;2490;30;8;2528
1769;2351;2014-02-13T21:09:51.000Z;280;5;18;303;1397;37;146;1581
1770;2351;2014-03-15T17:05:21.000Z;490;16;0;506;2445;120;0;2565
1771;2351;2014-04-13T13:58:34.000Z;487;13;18;518;2430;97;146;2674
1772;2351;2014-05-12T15:16:42.000Z;489;10;48;547;2440;75;390;2905
1773;2351;2014-06-11T03:28:56.000Z;523;16;865;1404;2610;120;7024;9753
1774;2351;2014-07-10T13:51:26.000Z;499;13;17;529;2490;97;138;2725
1775;2351;2014-08-08T18:04:54.000Z;559;13;14;586;2789;97;114;3000
1776;2351;2014-09-06T12:49:59.000Z;471;11;133;615;2350;82;1080;3513
1777;2351;2014-10-05T05:01:16.000Z;538;11;200;749;2685;82;1624;4391
1778;2351;2014-11-04T11:08:09.000Z;544;27;159;730;2715;202;1291;4208
1779;2351;2014-12-04T07:06:02.000Z;507;25;14;546;2530;187;114;2831
1780;2351;2015-01-03T22:31:31.000Z;725;0;11;736;3618;0;89;3707
1781;2351;2015-02-01T22:07:06.000Z;430;2;66;498;2146;15;536;2697
1782;2351;2015-03-02T00:27:50.000Z;506;17;2;525;2525;127;16;2669
1783;2351;2015-04-01T08:19:12.000Z;498;20;3;521;2485;150;24;2659
1784;2351;2015-05-01T13:52:09.000Z;443;0;0;443;2211;0;0;2211
1785;2351;2015-05-31T20:14:35.000Z;498;18;7;523;2485;135;57;2677
1786;2351;2015-06-30T03:56:47.000Z;516;30;41;587;2575;225;333;3132
1787;2351;2015-07-29T01:23:10.000Z;504;135;3;642;2515;1011;24;3550
1788;2351;2015-08-27T12:47:53.000Z;495;5;12;512;2470;37;97;2605
1789;2351;2015-09-26T20:41:01.000Z;497;17;0;514;2480;127;0;2607
1790;2351;2015-10-26T10:23:17.000Z;545;17;17;579;2720;127;138;2985
1791;2351;2015-11-25T16:57:51.000Z;538;8;64;610;2685;60;520;3264
1792;2351;2015-12-25T22:49:45.000Z;489;54;19;562;2440;404;154;2999
1793;2351;2016-01-24T02:41:12.000Z;433;15;41;489;2161;112;333;2606
1794;2351;2016-02-22T10:32:41.000Z;504;7;12;523;2515;52;97;2665
1795;2351;2016-03-23T04:19:09.000Z;476;16;8;500;2375;120;65;2560
1796;2351;2016-04-21T03:59:31.000Z;499;26;16;541;2490;195;130;2815
1797;2351;2016-05-21T23:49:37.000Z;555;0;6;561;2769;0;49;2818
1798;2351;2016-06-20T10:44:25.000Z;492;49;64;605;2455;367;520;3342
1799;2351;2016-07-20T03:28:45.000Z;503;23;0;526;2510;172;0;2682
1800;2351;2016-08-18T02:45:19.000Z;499;11;0;510;2490;82;0;2572
1801;2351;2016-09-16T05:29:28.000Z;402;1;10;413;2006;7;81;2095
1802;2351;2016-10-16T08:28:39.000Z;486;6;35;527;2425;45;284;2754
1803;2351;2016-12-15T00:16:07.000Z;525;115;30;670;2620;861;244;3725
1804;2361;2015-05-19T11:09:53.000Z;497;3;14;514;2480;22;114;2616
1805;2361;2015-06-17T21:02:15.000Z;505;11;0;516;2520;82;0;2602
1806;2361;2015-07-16T07:37:20.000Z;493;0;9;502;2460;0;73;2533
1807;2361;2015-08-14T15:28:24.000Z;493;18;122;633;2460;135;991;3586
1808;2361;2015-09-12T18:26:23.000Z;503;0;0;503;2510;0;0;2510
1809;2361;2015-10-11T19:09:43.000Z;632;18;9;659;3154;135;73;3362
1810;2361;2015-11-09T04:49:49.000Z;508;0;37;545;2535;0;300;2835
1811;2361;2015-12-09T06:24:55.000Z;522;0;11;533;2605;0;89;2694
1812;2361;2016-01-07T22:28:54.000Z;458;4;0;462;2285;30;0;2315
1813;2361;2016-02-06T03:38:08.000Z;532;1;13;546;2655;7;106;2768
